text,language
На этих выходных я собираюсь поработать волонтером в приюте для животных.,Russian
这个周末我要去动物收容所做志愿者。,Chinese
今週末、動物保護施設でボランティアをするつもりです。,Japanese
Saya akan menjadi sukarelawan di penampungan hewan akhir pekan ini.,Indonesian
मैं इस सप्ताह के अंत में पशु आश्रय में स्वयंसेवा करने जा रहा हूँ।,Hindi
আমি এই সপ্তাহান্তে পশুর আশ্রয়ে স্বেচ্ছাসেবক হতে যাচ্ছি।,Bengali
The library has a great selection of books.,English
La biblioteca tiene una gran selección de libros.,Spanish
La bibliothèque possède une grande sélection de livres.,French
تحتوي المكتبة على مجموعة كبيرة من الكتب.,Arabic
Η βιβλιοθήκη έχει μεγάλη ποικιλία βιβλίων.,Greek
Die Bibliothek verfügt über eine große Auswahl an Büchern.,German
La biblioteca ha un'ottima selezione di libri.,Italian
A biblioteca possui uma grande seleção de livros.,Portuguese
В библиотеке большой выбор книг.,Russian
图书馆藏书丰富。,Chinese
図書館には豊富な書籍が揃っています。,Japanese
Perpustakaan memiliki banyak pilihan buku.,Indonesian
पुस्तकालय में पुस्तकों का बहुत अच्छा चयन है।,Hindi
লাইব্রেরিতে বইয়ের একটি দুর্দান্ত নির্বাচন রয়েছে।,Bengali
That's a really interesting painting.,English
Esa es una pintura realmente interesante.,Spanish
C'est une peinture vraiment intéressante.,French
هذه لوحة مثيرة للاهتمام حقًا.,Arabic
Αυτός είναι ένας πραγματικά ενδιαφέρον πίνακας.,Greek
Das ist ein wirklich interessantes Gemälde.,German
È un dipinto davvero interessante.,Italian
Essa é uma pintura realmente interessante.,Portuguese
Это действительно интересная картина.,Russian
这真是一幅有趣的画。,Chinese
本当に面白い絵ですね。,Japanese
Itu lukisan yang sangat menarik.,Indonesian
वह सचमुच एक दिलचस्प पेंटिंग है.,Hindi
এটা সত্যিই একটি আকর্ষণীয় পেইন্টিং.,Bengali
I should probably clean my room.,English
Probablemente debería limpiar mi habitación.,Spanish
Je devrais probablement nettoyer ma chambre.,French
ربما يجب أن أنظف غرفتي.,Arabic
Μάλλον πρέπει να καθαρίσω το δωμάτιό μου.,Greek
Ich sollte wahrscheinlich mein Zimmer aufräumen.,German
Probabilmente dovrei pulire la mia stanza.,Italian
Eu provavelmente deveria limpar meu quarto.,Portuguese
"Наверное, мне стоит убрать свою комнату.",Russian
我也许应该打扫我的房间。,Chinese
おそらく部屋を掃除したほうがいいでしょう。,Japanese
Aku mungkin harus membersihkan kamarku.,Indonesian
शायद मुझे अपना कमरा साफ़ करना चाहिए।,Hindi
আমার সম্ভবত আমার রুম পরিষ্কার করা উচিত।,Bengali
The traffic is moving slowly.,English
El tráfico avanza lentamente.,Spanish
La circulation avance lentement.,French
حركة المرور تتحرك ببطء.,Arabic
Η κυκλοφορία διεξάγεται με αργό ρυθμό.,Greek
Der Verkehr bewegt sich langsam.,German
Il traffico si muove lentamente.,Italian
O tráfego está se movendo lentamente.,Portuguese
Транспорт движется медленно.,Russian
交通正在缓慢行驶。,Chinese
交通の流れはゆっくりです。,Japanese
Lalu lintas bergerak lambat.,Indonesian
ट्रैफिक धीरे-धीरे चल रहा है.,Hindi
ধীরগতিতে চলছে যান চলাচল।,Bengali
I love the smell of freshly cut grass.,English
Me encanta el olor a hierba recién cortada.,Spanish
J'aime l'odeur de l'herbe fraîchement coupée.,French
أنا أحب رائحة العشب المقطوع حديثًا.,Arabic
Λατρεύω τη μυρωδιά του φρεσκοκομμένου χόρτου.,Greek
Ich liebe den Geruch von frisch geschnittenem Gras.,German
Adoro il profumo dell'erba appena tagliata.,Italian
Adoro o cheiro de grama recém cortada.,Portuguese
Обожаю запах свежескошенной травы.,Russian
我喜欢刚割下的青草的味道。,Chinese
刈りたての草の香りが大好きです。,Japanese
Saya suka aroma rumput yang baru dipotong.,Indonesian
मुझे ताज़ी कटी घास की गंध बहुत पसंद है।,Hindi
আমি সদ্য কাটা ঘাসের গন্ধ ভালোবাসি।,Bengali
I'm going to take a photography class.,English
Voy a tomar una clase de fotografía.,Spanish
Je vais suivre un cours de photographie.,French
سأذهب لأخذ دروس التصوير الفوتوغرافي.,Arabic
Πάω να κάνω μάθημα φωτογραφίας.,Greek
Ich werde einen Fotokurs belegen.,German
Vado a seguire un corso di fotografia.,Italian
Vou fazer um curso de fotografia.,Portuguese
Я собираюсь пойти на урок фотографии.,Russian
我要去上摄影课。,Chinese
写真教室に通うつもりです。,Japanese
Saya akan mengambil kelas fotografi.,Indonesian
मैं एक फोटोग्राफी क्लास लेने जा रहा हूँ।,Hindi
আমি একটি ফটোগ্রাফি ক্লাস নিতে যাচ্ছি.,Bengali
I need to water the plants on the balcony today.,English
Necesito regar las plantas del balcón hoy.,Spanish
Je dois arroser les plantes du balcon aujourd'hui.,French
أحتاج إلى سقي النباتات الموجودة على الشرفة اليوم.,Arabic
Πρέπει να ποτίσω τα φυτά στο μπαλκόνι σήμερα.,Greek
Ich muss heute die Pflanzen auf dem Balkon gießen.,German
Oggi devo annaffiare le piante sul balcone.,Italian
Preciso regar as plantas da varanda hoje.,Portuguese
Мне нужно сегодня полить растения на балконе.,Russian
今天我需要给阳台上的植物浇水。,Chinese
今日はベランダの植物に水をやる必要があります。,Japanese
Saya perlu menyirami tanaman di balkon hari ini.,Indonesian
मुझे आज बालकनी पर पौधों को पानी देना है।,Hindi
আমাকে আজ বারান্দায় গাছে জল দিতে হবে।,Bengali
Did you see the beautiful sunset last night?,English
¿Viste la hermosa puesta de sol anoche?,Spanish
Avez-vous vu le magnifique coucher de soleil hier soir ?,French
هل رأيت غروب الشمس الجميل الليلة الماضية؟,Arabic
Είδατε το υπέροχο ηλιοβασίλεμα χθες το βράδυ;,Greek
Hast du gestern Abend den wunderschönen Sonnenuntergang gesehen?,German
Hai visto il bellissimo tramonto ieri sera?,Italian
Você viu o lindo pôr do sol ontem à noite?,Portuguese
Вы видели красивый закат вчера вечером?,Russian
昨晚你看到美丽的日落了吗？,Chinese
昨夜、美しい夕日を見ましたか？,Japanese
Apakah Anda melihat indahnya matahari terbenam tadi malam?,Indonesian
क्या आपने कल रात सुंदर सूर्यास्त देखा?,Hindi
কাল রাতে কি সুন্দর সূর্যাস্ত দেখেছেন?,Bengali
My phone battery is almost dead I need to find a charger.,English
La batería de mi teléfono está casi agotada. Necesito encontrar un cargador.,Spanish
"La batterie de mon téléphone est presque morte, je dois trouver un chargeur.",French
بطارية هاتفي على وشك الانتهاء وأحتاج إلى العثور على شاحن.,Arabic
"Η μπαταρία του τηλεφώνου μου έχει σχεδόν τελειώσει, πρέπει να βρω φορτιστή.",Greek
Der Akku meines Telefons ist fast leer. Ich muss ein Ladegerät finden.,German
"La batteria del mio telefono è quasi scarica, devo trovare un caricabatterie.",Italian
"A bateria do meu telefone está quase acabando, preciso encontrar um carregador.",Portuguese
"Аккумулятор моего телефона почти разряжен, мне нужно найти зарядное устройство.",Russian
我的手机电池快没电了，我需要找个充电器。,Chinese
携帯電話のバッテリーがもうすぐ切れるので、充電器を探す必要があります。,Japanese
Baterai ponsel saya hampir habis. Saya perlu mencari pengisi daya.,Indonesian
"मेरे फोन की बैटरी लगभग खत्म हो गई है, मुझे चार्जर ढूंढना होगा।",Hindi
আমার ফোনের ব্যাটারি প্রায় শেষ হয়ে গেছে আমার একটি চার্জার খুঁজতে হবে।,Bengali
The store is having a sale.,English
La tienda está de rebajas.,Spanish
Le magasin fait des soldes.,French
المتجر لديه عملية بيع.,Arabic
Το κατάστημα έχει εκπτώσεις.,Greek
Im Laden findet ein Ausverkauf statt.,German
Il negozio sta effettuando dei saldi.,Italian
A loja está em liquidação.,Portuguese
В магазине проходит распродажа.,Russian
商店正在促销。,Chinese
店内ではセールを行っております。,Japanese
Toko sedang mengadakan obral.,Indonesian
दुकान पर बिक्री चल रही है.,Hindi
দোকান একটি বিক্রি হচ্ছে.,Bengali
I think I locked myself out of the house.,English
Creo que me quedé fuera de casa.,Spanish
Je pense que je me suis enfermé hors de la maison.,French
أعتقد أنني أغلقت نفسي خارج المنزل.,Arabic
Νομίζω ότι κλειδώθηκα έξω από το σπίτι.,Greek
"Ich glaube, ich habe mich aus dem Haus ausgesperrt.",German
Penso di essermi chiuso fuori di casa.,Italian
Acho que me tranquei fora de casa.,Portuguese
"Кажется, я заперся вне дома.",Russian
我想我把自己锁在屋外了。,Chinese
家から閉め出したのだと思います。,Japanese
Sepertinya aku mengunci diri di luar rumah.,Indonesian
मुझे लगता है कि मैंने खुद को घर से बाहर बंद कर लिया है।,Hindi
আমার মনে হয় আমি নিজেকে ঘর থেকে বন্ধ করে রেখেছি।,Bengali
Did you hear the thunder last night?,English
¿Escuchaste el trueno anoche?,Spanish
Avez-vous entendu le tonnerre hier soir ?,French
هل سمعت الرعد الليلة الماضية؟,Arabic
Άκουσες τη βροντή χθες το βράδυ;,Greek
Hast du letzte Nacht den Donner gehört?,German
Hai sentito il tuono ieri notte?,Italian
Você ouviu o trovão ontem à noite?,Portuguese
Ты слышал гром вчера вечером?,Russian
昨晚你听到雷声了吗？,Chinese
昨夜雷が聞こえましたか？,Japanese
Apakah Anda mendengar suara guntur tadi malam?,Indonesian
क्या आपने कल रात गड़गड़ाहट सुनी?,Hindi
আপনি কি গত রাতে বজ্র শুনতে পেয়েছেন?,Bengali
Can you pass me the salt please?,English
¿Puedes pasarme la sal por favor?,Spanish
Tu peux me passer le sel s'il te plaît ?,French
هل يمكنك أن تمرر لي الملح من فضلك؟,Arabic
Μπορείς να μου δώσεις το αλάτι σε παρακαλώ;,Greek
Können Sie mir bitte das Salz reichen?,German
"Puoi passarmi il sale, per favore?",Italian
"Você pode me passar o sal, por favor?",Portuguese
"Можешь передать мне соль, пожалуйста?",Russian
请把盐递给我好吗？,Chinese
塩を渡してくれませんか？,Japanese
Bisakah Anda memberikan saya garamnya?,Indonesian
क्या आप कृपया मुझे नमक दे सकते हैं?,Hindi
আপনি কি আমাকে লবণ দিতে পারেন?,Bengali
That movie was so funny I couldn't stop laughing.,English
Esa película fue tan divertida que no podía dejar de reír.,Spanish
Ce film était tellement drôle que je ne pouvais pas m'empêcher de rire.,French
كان هذا الفيلم مضحكًا جدًا لدرجة أنني لم أستطع التوقف عن الضحك.,Arabic
Η ταινία ήταν τόσο αστεία που δεν μπορούσα να σταματήσω να γελάω.,Greek
"Der Film war so lustig, dass ich nicht aufhören konnte zu lachen.",German
Quel film era così divertente che non riuscivo a smettere di ridere.,Italian
Esse filme foi tão engraçado que eu não conseguia parar de rir.,Portuguese
"Этот фильм был настолько забавным, что я не мог перестать смеяться.",Russian
那部电影太有趣了，我笑得停不下来。,Chinese
その映画はとても面白くて笑いが止まりませんでした。,Japanese
Film itu sangat lucu sehingga saya tidak bisa berhenti tertawa.,Indonesian
वह फिल्म इतनी मजेदार थी कि मैं अपनी हंसी नहीं रोक सका।,Hindi
মুভিটি এত মজার ছিল যে আমি হাসি থামাতে পারিনি।,Bengali
The coffee shop on the corner makes the best lattes.,English
La cafetería de la esquina hace los mejores cafés con leche.,Spanish
Le café du coin prépare les meilleurs lattés.,French
المقهى الموجود في الزاوية يصنع أفضل أنواع اللاتيه.,Arabic
Το καφενείο στη γωνία φτιάχνει τα καλύτερα lattes.,Greek
Das Café an der Ecke macht die besten Latte Macchiatos.,German
La caffetteria all'angolo fa il miglior cappuccino.,Italian
A cafeteria da esquina faz os melhores cafés com leite.,Portuguese
В кафе на углу готовят лучший латте.,Russian
拐角处的咖啡店提供最好的拿铁咖啡。,Chinese
角にあるコーヒーショップは最高のラテを作ってくれます。,Japanese
Kedai kopi di sudut jalan membuat latte terbaik.,Indonesian
कोने पर स्थित कॉफ़ी शॉप बेहतरीन लट्टे बनाती है।,Hindi
কোণার কফি শপ সেরা ল্যাটেস তৈরি করে।,Bengali
The train is running late again how frustrating.,English
"El tren vuelve a llegar tarde, qué frustrante.",Spanish
"Le train est encore une fois en retard, c'est frustrant.",French
القطار يتأخر مرة أخرى كم هو محبط.,Arabic
Το τρένο αργεί και πάλι πόσο απογοητευτικό.,Greek
"Der Zug hat schon wieder Verspätung, wie frustrierend.",German
"Il treno è di nuovo in ritardo, che frustrazione.",Italian
"O trem está atrasado novamente, que frustrante.",Portuguese
"Поезд снова опаздывает, как это расстраивает.",Russian
火车又晚点了，真是令人沮丧。,Chinese
電車がまた遅れてイライラします。,Japanese
"Keretanya terlambat lagi, sungguh membuat frustrasi.",Indonesian
"ट्रेन फिर देर से चल रही है, यह कितना निराशाजनक है।",Hindi
ট্রেন আবার দেরিতে চলছে কতটা হতাশাজনক।,Bengali
I'm going for a walk in the park after lunch.,English
Voy a dar un paseo por el parque después del almuerzo.,Spanish
Je vais me promener dans le parc après le déjeuner.,French
سأذهب للنزهة في الحديقة بعد الغداء.,Arabic
Μετά το μεσημεριανό θα πάω μια βόλτα στο πάρκο.,Greek
Nach dem Mittagessen gehe ich im Park spazieren.,German
Dopo pranzo vado a fare una passeggiata nel parco.,Italian
Vou dar um passeio no parque depois do almoço.,Portuguese
Я собираюсь прогуляться в парке после обеда.,Russian
午饭后我要去公园散步。,Chinese
昼食後、公園に散歩に行きます。,Japanese
Aku akan jalan-jalan di taman setelah makan siang.,Indonesian
मैं दोपहर के भोजन के बाद पार्क में टहलने जा रहा हूँ।,Hindi
দুপুরের খাবার খেয়ে পার্কে বেড়াতে যাচ্ছি।,Bengali
I'm feeling a bit tired today I think I need more sleep.,English
Me siento un poco cansado hoy. Creo que necesito dormir más.,Spanish
"Je me sens un peu fatigué aujourd'hui, je pense que j'ai besoin de plus de sommeil.",French
أشعر بالتعب قليلاً اليوم وأعتقد أنني بحاجة لمزيد من النوم.,Arabic
"Νιώθω λίγο κουρασμένος σήμερα, νομίζω ότι χρειάζομαι περισσότερο ύπνο.",Greek
"Ich fühle mich heute etwas müde und glaube, ich brauche mehr Schlaf.",German
"Mi sento un po' stanco oggi, penso di aver bisogno di dormire di più.",Italian
"Estou me sentindo um pouco cansado hoje, acho que preciso dormir mais.",Portuguese
"Я чувствую себя немного усталым сегодня, думаю, мне нужно больше поспать.",Russian
今天我感觉有点累，我想我需要更多的睡眠。,Chinese
今日は少し疲れているので、もっと寝たほうがいいと思います。,Japanese
"Saya merasa sedikit lelah hari ini, saya pikir saya perlu lebih banyak tidur.",Indonesian
"आज मैं थोड़ा थका हुआ महसूस कर रहा हूं, मुझे लगता है कि मुझे और नींद की जरूरत है।",Hindi
আমি আজ একটু ক্লান্ত বোধ করছি আমার আরও ঘুমের দরকার আছে।,Bengali
Have you finished reading that book I lent you?,English
¿Has terminado de leer ese libro que te presté?,Spanish
As-tu fini de lire le livre que je t'ai prêté ?,French
هل انتهيت من قراءة هذا الكتاب الذي أعرتك إياه؟,Arabic
Τελειώσατε την ανάγνωση αυτού του βιβλίου που σας δάνεισα;,Greek
"Hast du das Buch, das ich dir geliehen habe, zu Ende gelesen?",German
Hai finito di leggere quel libro che ti ho prestato?,Italian
Você terminou de ler aquele livro que te emprestei?,Portuguese
"Ты уже дочитал ту книгу, которую я тебе одолжил?",Russian
我借给你的那本书你看完了吗？,Chinese
私が貸したその本はもう読み終わりましたか？,Japanese
Apakah kamu sudah selesai membaca buku yang aku pinjamkan padamu?,Indonesian
क्या आपने वह पुस्तक पढ़ ली है जो मैंने आपको दी थी?,Hindi
আমি তোমাকে যে বই ধার দিয়েছিলাম তুমি কি পড়া শেষ করেছ?,Bengali
I think I might try a new recipe for dinner tonight.,English
Creo que podría probar una nueva receta para cenar esta noche.,Spanish
Je pense que je pourrais essayer une nouvelle recette pour le dîner ce soir.,French
أعتقد أنني قد أجرب وصفة جديدة لتناول العشاء الليلة.,Arabic
Νομίζω ότι μπορεί να δοκιμάσω μια νέα συνταγή για δείπνο απόψε.,Greek
"Ich glaube, ich probiere heute Abend vielleicht ein neues Rezept für das Abendessen aus.",German
Penso che potrei provare una nuova ricetta per la cena stasera.,Italian
Acho que posso tentar uma nova receita para o jantar esta noite.,Portuguese
"Думаю, сегодня вечером я мог бы попробовать новый рецепт на ужин.",Russian
我想今晚我可能会尝试一个新的晚餐食谱。,Chinese
今夜の夕食に新しいレシピを試してみようかなと思います。,Japanese
Saya rasa saya mungkin akan mencoba resep baru untuk makan malam malam ini.,Indonesian
मुझे लगता है कि मैं आज रात के खाने के लिए एक नया नुस्खा आज़मा सकता हूँ।,Hindi
আমি মনে করি আমি আজ রাতে ডিনারের জন্য একটি নতুন রেসিপি চেষ্টা করতে পারি।,Bengali
I'm excited for the weekend I have lots of plans.,English
"Estoy emocionado por el fin de semana, tengo muchos planes.",Spanish
"Je suis excité pour le week-end, j'ai beaucoup de projets.",French
أنا متحمس لعطلة نهاية الأسبوع ولدي الكثير من الخطط.,Arabic
"Είμαι ενθουσιασμένος για το Σαββατοκύριακο, έχω πολλά σχέδια.",Greek
Ich freue mich auf das Wochenende und habe viele Pläne.,German
"Sono emozionato per il fine settimana, ho tanti programmi.",Italian
"Estou animado para o fim de semana, tenho muitos planos.",Portuguese
"Я с нетерпением жду выходных, у меня много планов.",Russian
我对周末很兴奋，我有很多计划。,Chinese
週末は予定がたくさんあるので楽しみです。,Japanese
Aku bersemangat untuk akhir pekan ini. Aku punya banyak rencana.,Indonesian
"मैं सप्ताहांत के लिए उत्साहित हूं, मेरे पास बहुत सारी योजनाएं हैं।",Hindi
আমি সপ্তাহান্তের জন্য উত্তেজিত আমার অনেক পরিকল্পনা আছে।,Bengali
Remember to take out the trash before you leave.,English
Recuerda sacar la basura antes de salir.,Spanish
Pensez à sortir les poubelles avant de partir.,French
تذكر أن تقوم بإخراج القمامة قبل أن تغادر.,Arabic
Θυμηθείτε να βγάλετε τα σκουπίδια πριν φύγετε.,Greek
"Denken Sie daran, den Müll rauszubringen, bevor Sie gehen.",German
Ricordati di portare fuori la spazzatura prima di partire.,Italian
Lembre-se de retirar o lixo antes de sair.,Portuguese
Не забудьте вынести мусор перед уходом.,Russian
记得离开前把垃圾倒掉。,Chinese
出かける前にゴミを忘れずに持ち帰りましょう。,Japanese
Ingatlah untuk membuang sampah sebelum Anda pergi.,Indonesian
जाने से पहले कूड़ा बाहर निकालना याद रखें।,Hindi
যাওয়ার আগে আবর্জনা বের করতে ভুলবেন না।,Bengali
The dog is barking at something in the backyard.,English
El perro le ladra a algo en el patio trasero.,Spanish
Le chien aboie contre quelque chose dans le jardin.,French
الكلب ينبح على شيء ما في الفناء الخلفي.,Arabic
Ο σκύλος γαβγίζει σε κάτι στην πίσω αυλή.,Greek
Der Hund bellt etwas im Hinterhof an.,German
Il cane abbaia a qualcosa nel cortile.,Italian
O cachorro está latindo para alguma coisa no quintal.,Portuguese
Собака лает на что-то во дворе.,Russian
狗对着后院的什么东西狂吠。,Chinese
犬が裏庭で何かに向かって吠えています。,Japanese
Anjing itu menggonggong pada sesuatu di halaman belakang.,Indonesian
कुत्ता पिछवाड़े में किसी चीज़ पर भौंक रहा है।,Hindi
বাড়ির উঠোনে কিছু একটা দেখে কুকুরটা ঘেউ ঘেউ করছে।,Bengali
I'm going to try to learn a new language.,English
Voy a intentar aprender un nuevo idioma.,Spanish
Je vais essayer d'apprendre une nouvelle langue.,French
سأحاول أن أتعلم لغة جديدة.,Arabic
Θα προσπαθήσω να μάθω μια νέα γλώσσα.,Greek
"Ich werde versuchen, eine neue Sprache zu lernen.",German
Cercherò di imparare una nuova lingua.,Italian
Vou tentar aprender um novo idioma.,Portuguese
Я собираюсь попытаться выучить новый язык.,Russian
我要尝试学习一门新语言。,Chinese
新しい言語を学ぼうと思っています。,Japanese
Saya akan mencoba belajar bahasa baru.,Indonesian
मैं एक नई भाषा सीखने की कोशिश करने जा रहा हूं।,Hindi
আমি একটি নতুন ভাষা শেখার চেষ্টা করতে যাচ্ছি.,Bengali
My favorite color is blue what about yours?,English
Mi color favorito es el azul ¿y el tuyo?,Spanish
"Ma couleur préférée est le bleu, et la vôtre ?",French
اللون المفضل لدي هو اللون الأزرق ماذا عن لونك؟,Arabic
Το αγαπημένο μου χρώμα είναι το μπλε και το δικό σου;,Greek
"Meine Lieblingsfarbe ist Blau, was ist mit deiner?",German
Il mio colore preferito è il blu e il tuo?,Italian
Minha cor favorita é azul e a sua?,Portuguese
"Мой любимый цвет синий, а твой?",Russian
我最喜欢的颜色是蓝色，你的呢？,Chinese
私の好きな色は青です。あなたの色はどうですか?,Japanese
"Warna kesukaanku adalah biru, bagaimana dengan warna kesukaanmu?",Indonesian
"मेरा पसंदीदा रंग नीला है, आपका क्या है?",Hindi
আমার প্রিয় রং নীল তোমার কি হবে?,Bengali
The leaves are starting to change color it's so pretty.,English
"Las hojas están empezando a cambiar de color, es muy bonita.",Spanish
Les feuilles commencent à changer de couleur c'est trop joli.,French
الأوراق بدأت تتغير لونها، إنها جميلة جدًا.,Arabic
"Τα φύλλα αρχίζουν να αλλάζουν χρώμα, είναι τόσο όμορφα.",Greek
"Die Blätter beginnen sich zu verfärben, es ist so hübsch.",German
"Le foglie stanno iniziando a cambiare colore, è così carino.",Italian
"As folhas estão começando a mudar de cor, é tão lindo.",Portuguese
"Листья начинают менять цвет, это так красиво.",Russian
叶子开始变色了，真漂亮。,Chinese
葉も色づき始めてとても綺麗です。,Japanese
"Daunnya mulai berubah warna, cantik sekali.",Indonesian
"पत्तियाँ रंग बदलने लगी हैं, यह बहुत सुंदर है।",Hindi
পাতার রং বদলাতে শুরু করেছে এটা খুব সুন্দর।,Bengali
I need to go to the bank and deposit a check.,English
Necesito ir al banco y depositar un cheque.,Spanish
Je dois aller à la banque et déposer un chèque.,French
يجب أن أذهب إلى البنك وأودع شيكًا.,Arabic
Πρέπει να πάω στην τράπεζα και να καταθέσω μια επιταγή.,Greek
Ich muss zur Bank gehen und einen Scheck einzahlen.,German
Devo andare in banca e depositare un assegno.,Italian
Preciso ir ao banco e depositar um cheque.,Portuguese
Мне нужно пойти в банк и внести чек.,Russian
我需要去银行存一张支票。,Chinese
銀行に行って小切手を預けなければなりません。,Japanese
Saya perlu pergi ke bank dan menyetor cek.,Indonesian
मुझे बैंक जाकर एक चेक जमा करना है।,Hindi
আমাকে ব্যাঙ্কে গিয়ে একটি চেক জমা দিতে হবে।,Bengali
Let's meet at the cafe at 3 pm.,English
Nos vemos en el café a las 3 pm.,Spanish
Retrouvons-nous au café à 15h.,French
لنتقابل في المقهى الساعة الثالثة بعد الظهر.,Arabic
Ας βρεθούμε στο καφέ στις 3 το μεσημέρι.,Greek
Treffen wir uns um 15 Uhr im Café.,German
Ci vediamo al bar alle 15:00.,Italian
Vamos nos encontrar no café às 15h.,Portuguese
Давай встретимся в кафе в 15:00.,Russian
下午3点我们在咖啡馆见面吧。,Chinese
午後3時にカフェで会いましょう。,Japanese
Mari kita bertemu di kafe jam 3 sore.,Indonesian
चलो 3 बजे कैफे में मिलते हैं.,Hindi
বিকাল ৩টায় ক্যাফেতে দেখা করি।,Bengali
The traffic is really bad this morning.,English
El tráfico es realmente malo esta mañana.,Spanish
La circulation est vraiment mauvaise ce matin.,French
حركة المرور سيئة حقا هذا الصباح.,Arabic
Η κίνηση είναι πολύ κακή σήμερα το πρωί.,Greek
Der Verkehr ist heute Morgen wirklich schlimm.,German
Il traffico è davvero intenso stamattina.,Italian
O trânsito está muito ruim esta manhã.,Portuguese
Сегодня утром движение очень плохое.,Russian
今天早上的交通真的很糟糕。,Chinese
今朝は本当に渋滞がひどいです。,Japanese
Lalu lintas sangat buruk pagi ini.,Indonesian
आज सुबह यातायात सचमुच बहुत खराब है।,Hindi
আজ সকালে যানজট সত্যিই খারাপ.,Bengali
What are you doing for your birthday this year?,English
¿Qué vas a hacer para tu cumpleaños este año?,Spanish
Que fais-tu pour ton anniversaire cette année ?,French
ماذا تفعل في عيد ميلادك هذا العام؟,Arabic
Τι κάνεις φέτος για τα γενέθλιά σου;,Greek
Was machst du dieses Jahr zu deinem Geburtstag?,German
Cosa fai per il tuo compleanno quest'anno?,Italian
O que você vai fazer no seu aniversário este ano?,Portuguese
Что ты делаешь на свой день рождения в этом году?,Russian
今年你的生日你准备做什么？,Chinese
今年の誕生日は何をしますか？,Japanese
Apa yang kamu lakukan untuk ulang tahunmu tahun ini?,Indonesian
इस वर्ष आप अपने जन्मदिन के लिए क्या कर रहे हैं?,Hindi
এই বছর আপনার জন্মদিনে আপনি কি করছেন?,Bengali
That shirt looks really good on you.,English
Esa camisa te queda muy bien.,Spanish
Cette chemise te va vraiment bien.,French
هذا القميص يبدو جيدًا عليك حقًا.,Arabic
Αυτό το πουκάμισο σου φαίνεται πολύ καλό.,Greek
Das Shirt steht dir wirklich gut.,German
Quella maglietta ti sta davvero bene.,Italian
Essa camisa fica muito bem em você.,Portuguese
Эта рубашка тебе очень идет.,Russian
这件衬衫你穿起来真好看。,Chinese
そのシャツはあなたにとても似合っています。,Japanese
Kemeja itu terlihat sangat bagus untukmu.,Indonesian
वह शर्ट तुम पर बहुत अच्छी लग रही है।,Hindi
এই শার্টটি আপনাকে সত্যিই ভাল দেখাচ্ছে।,Bengali
I'm going to call my mom later today.,English
Llamaré a mi mamá más tarde hoy.,Spanish
Je vais appeler ma mère plus tard dans la journée.,French
سأتصل بأمي في وقت لاحق اليوم.,Arabic
Θα τηλεφωνήσω στη μαμά μου αργότερα σήμερα.,Greek
Ich werde später heute meine Mutter anrufen.,German
Chiamerò mia madre più tardi oggi.,Italian
Vou ligar para minha mãe hoje mais tarde.,Portuguese
Я позвоню маме сегодня позже.,Russian
今天晚些时候我要给我妈妈打电话。,Chinese
今日は後で母に電話するつもりです。,Japanese
Aku akan menelepon ibuku hari ini.,Indonesian
मैं आज बाद में अपनी माँ को फोन करने जा रहा हूँ।,Hindi
আমি আজ পরে আমার মাকে কল করতে যাচ্ছি।,Bengali
Did you hear about the new restaurant that opened?,English
¿Has oído hablar del nuevo restaurante que abrió?,Spanish
Avez-vous entendu parler du nouveau restaurant qui a ouvert ses portes ?,French
هل سمعتم عن المطعم الجديد الذي تم افتتاحه؟,Arabic
Έχετε ακούσει για το νέο εστιατόριο που άνοιξε;,Greek
"Haben Sie von dem neuen Restaurant gehört, das eröffnet wurde?",German
Hai sentito del nuovo ristorante che ha aperto?,Italian
Você ouviu falar do novo restaurante que abriu?,Portuguese
Вы слышали об открывшемся новом ресторане?,Russian
你听说新餐厅开业了吗？,Chinese
オープンした新しいレストランについて聞きましたか？,Japanese
Pernahkah Anda mendengar tentang restoran baru yang dibuka?,Indonesian
क्या आपने खुले नये रेस्तरां के बारे में सुना?,Hindi
আপনি কি নতুন রেস্তোঁরা খোলার কথা শুনেছেন?,Bengali
I think I left my keys at home.,English
Creo que dejé mis llaves en casa.,Spanish
Je pense que j'ai laissé mes clés à la maison.,French
أعتقد أنني تركت مفاتيحي في المنزل.,Arabic
Νομίζω ότι άφησα τα κλειδιά μου στο σπίτι.,Greek
"Ich glaube, ich habe meine Schlüssel zu Hause gelassen.",German
Penso di aver lasciato le chiavi a casa.,Italian
Acho que deixei minhas chaves em casa.,Portuguese
"Кажется, я оставил ключи дома.",Russian
我想我把钥匙落在家里了。,Chinese
鍵を家に忘れてきたと思います。,Japanese
Sepertinya aku meninggalkan kunciku di rumah.,Indonesian
मुझे लगता है कि मैंने अपनी चाबियाँ घर पर ही छोड़ दी हैं।,Hindi
আমি মনে করি আমি আমার চাবি বাড়িতে রেখেছি।,Bengali
The bus stop is just around the corner.,English
La parada de autobús está a la vuelta de la esquina.,Spanish
L'arrêt de bus est juste au coin de la rue.,French
محطة الحافلات قاب قوسين أو أدنى.,Arabic
Η στάση του λεωφορείου είναι προ των πυλών.,Greek
Die Bushaltestelle ist gleich um die Ecke.,German
La fermata dell'autobus è proprio dietro l'angolo.,Italian
A paragem de autocarro fica mesmo ao virar da esquina.,Portuguese
Автобусная остановка находится прямо за углом.,Russian
